,id,retweet_count,lang,full_text,sentiment
301,1258932572224131072,1,en,cmohry mlkhattar Dchautala PMOIndia ongoing time all world suffering with Covid 19 Govt is saying stay healthy or clean but how we take fresh breath in this bad smelled air Our colony families sufferes other disease due to this sewar blockage Also complained a lots LINK,negative
302,1260819397712556032,0,en,Beat the heatquoteoftheday quotes positivevibes clean eat play light drink sleep breathe indiafightscorona covid19 familystore abhishekdfm kanpur uttarpradesh india lucknow kanpurgram kanpurwants LINK,positive
303,1260858056876883968,0,en,"Sometimes you are getting ready for the stage and sometimes you are just getting ready for life 

Covid19 thoughts picoftheday throwbackthursday live lockdown shashwatsingh  Mumbai Maharashtra LINK",positive
304,1261095614449774598,0,en,"People are more distressed 🤯 due to immediate health impacts of COVID19 including

☹️ Physicalsocial isolation
☹️ Fear of contagion
🙁 Loss of family members
🙁 Unemployment

The 🌎🌍🌏 needs to urgently increase LINK",positive
305,1251949301275729920,1,en,"Due to COVID19 we are LOCK in your home
But we are not DOWN
We are still able to manage and utilize time online
Yes DESIGN CENTRE is now ONLINE
Online training is started for all major courses
DCICI provide LINK",positive
306,1252224159649869825,0,en,"Lock down drive

Only for important thing  Dont be out unless you have a real need 

covid covid19 drive lockdown atrocities  Valasaravakkam LINK",positive
307,1252623782411415553,0,en,"A small initiative by the roadnomadsclub 



roadnomads roadnomadsclub 
StayHome staysafe 
lockdown covid19  Pune Maharashtra LINK",negative
308,1258789028146667522,0,en,amritnice1 Due to Corona LOCKDOWN  wage labourers lost their jobs amp were facing difficulties for arranging even the basic necessities At such times great sewa have been done by disciples of Sant Shri Asaram Bapu Ji Hats off to them आशारामजीआश्रमद्वाराकोरोनासेवाकार्य,positive
309,1260863607534952448,0,en,"The Vicious Araneus

COVID19 National Lockdown Day51

bcearth asiaphotography2018 bcwildlifepotd EarthCapture EarthinFocus clawsnwings clawsnwings ThroughYourLens lenscaptureofficial discoverearth LINK",negative
310,1260870922371846144,0,en,"Follow taxwaale for more updates 
🖋✂📉📈📫🛒🗄🗃
To provide more funds at the disposal of taxpayers for dealing with the economic situation arising out of COVID19 pandemic rates of TDS have been reduced by 25 for LINK",positive
311,1258625455176978432,0,en,Yesterday Para Medical staff nurses and Asha worker sisters working in the corona ward of the government hospital of Modis village Vadnagar all were forced to go on strike if they did not get Masks Gloves LINK,negative
312,1252533889282854917,0,en,corona  Udaipur  The City of Lakes LINK,neutral
